,Unnamed: 0,DaysFromFirstDate,State,district,Gender_F,Gender_M,Gender_Non-Binary,Married_couples_3_Households,Religion_Not_Stated,deceased,Sikhs,Married_couples_None_Households,Power_Parity_Rs_330000_425000,Population,Power_Parity_Above_Rs_545000,DaysFromFirstDate_y,Households_with_Telephone_Mobile_Phone_Both,Muslims,Main_source_of_drinking_water_River_Canal_Households,Literate,Household_size_9_persons_and_above_Households,Cultivator_Workers,Female_Workers,Other_Workers,Gender_Ratio,Power_Parity_Rs_240000_330000,Illiterate_Education,Household_size_1_person_Households,Total_Power_Parity,Christians,Households_with_Computer,active,LPG_or_PNG_Households,NumRuralHospitals_NHP18,Household_size_6_8_persons_Households,Area,Households_with_Television,Power_Parity_Rs_150000_330000,Households_with_Telephone_Mobile_Phone_Mobile_only,Married_couples_3_or_more_Households,Female,Not_having_bathing_facility_within_the_premises_Total_Households,TotalPublicHealthFacilities_HMIS,Total_Education,Secondary_Education,Non_Workers,Type_of_bathing_facility_Enclosure_without_roof_Households,Power_Parity_Rs_425000_545000,Households_with_Internet,Households_with_Radio_Transistor,Household_size_1_to_2_persons,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,District_code,Male,Negative,Household_Workers,Type_of_latrine_facility_Pit_latrine_Households,SC,Location_of_drinking_water_source_Away_Households,Agricultural_Workers,Power_Parity_Rs_90000_150000,NumUrbanHospitals_NHP18,Households_with_Telephone_Mobile_Phone,Households,Households_with_separate_kitchen_Cooking_inside_house,Main_source_of_drinking_water_Tapwater_Households,TotalSamples,Other_Education,NumUrbanBeds_NHP18,Hindus,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Location_of_drinking_water_source_Near_the_premises_Households,Male_Workers,Housholds_with_Electric_Lighting,Having_bathing_facility_Total_Households,Male_ST,Married_couples_1_Households,Population.1,Primary_Education,Households_with_Car_Jeep_Van,Power_Parity_Rs_150000_240000,Age_Group_0_29,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,NumDistrictHospitals_HMIS,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Literate_Education,Main_source_of_drinking_water_Un_covered_well_Households,Having_latrine_facility_within_the_premises_Total_Households,Married_couples_5__Households,Positive,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,NumRuralBeds_NHP18,Type_of_latrine_facility_Other_latrine_Households,Location_of_drinking_water_source_Within_the_premises_Households,Power_Parity_Rs_45000_150000,confirmed,DaysFromFirstDate_x,type_Private Laboratory,Power_Parity_Less_than_Rs_45000,Jains,Married_couples_2_Households,Main_Workers,Marginal_Workers,Buddhists,Others_Religions,Household_size_2_persons_Households,Household_size_3_to_5_persons_Households,Condition_of_occupied_census_houses_Dilapidated_Households,Male_SC,Power_Parity_Rs_330000_545000,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Higher_Education,Type_of_fuel_used_for_cooking_Any_other_Households,Rural_population,Rural_Households,Male_Literate,Age_Group_50,recovered,Household_size_3_persons_Households,Urban_population,NumPublicBeds_HMIS,Female_Literate,Workers,Graduate_Education,Power_Parity_Rs_45000_90000,Household_size_5_persons_Households,type_Government Laboratory,Urban_Households,type_Collection Site,Ownership_Owned_Households,Age_Group_30_49,Households_with_Scooter_Motorcycle_Moped,NumPrimaryHealthCenters_HMIS,Female_ST,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Households_with_Bicycle,NumSubDistrictHospitals_HMIS,Middle_Education,Main_source_of_drinking_water_Spring_Households,Ownership_Rented_Households,Married_couples_4_Households,Below_Primary_Education,Households_with_Telephone_Mobile_Phone_Landline_only,zone,NumCommunityHealthCenters_HMIS,Household_size_4_persons_Households,ST,Density,Female_SC,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Age_not_stated,state_active,state_recovered,state_deceased
279,279,12,Tamil Nadu,Tiruvannamalai,0,1,0,8445,3486,0,232,83936,118,72147030,131,108,19983,91636,700,1626813,9408,292641,499182,373753,996,324,672427,27323,4189,66987,27529,2,176242,692,105226,"130,058",505170,807,345750,9562,1228986,331254,2581,2455139,343955,1226698,102902,271,6445,73410,96016,53134,606,1235889,145520,46720,25166,565329,33865,525063,798,525,389329,710163,349169,496596,150107,36454,37353,2294369,2850,40597,401432,738995,549077,262010,45956,422698,2464875,442688,7851,483,1301347,2926,32,10740,1782712,32837,135162,149,3023,4775,40179,3628,157967,2317,12,108,10,545,7898,77068,970072,268105,157,110,68693,382614,12541,282615,389,915,174560,253,37229590,563102,909803,477668,10,90489,34917440,72616,717010,1238177,158041,1519,126599,16,147061,0,536269,683904,138956,1854,44998,449825,309133,310,423135,310,47934,968,203879,23596,2,385,165526,90954,555,282714,4166,1956,1377,540,22
280,280,12,Tamil Nadu,Viluppuram,7,26,0,12652,6884,2,325,102350,118,72147030,143,108,27731,133896,1555,2195776,16143,369646,685866,463153,996,437,999902,27779,5306,138279,43311,61,228172,692,154822,"130,058",676077,1001,484134,14726,1718054,496584,2581,3430072,508930,1755624,125683,271,8472,101921,114590,90689,607,1740819,145520,38237,21746,1015716,57534,832213,1041,525,547305,967314,459716,663958,150107,45680,37353,3174941,5283,59841,612231,1017383,748444,307759,37570,579796,3458873,646306,13030,564,1881463,1117,32,14829,2430170,35352,169801,368,3023,9540,40179,3534,134578,3043,90,108,10,730,4032,107471,1260802,442447,238,278,86811,518788,15143,510869,389,1860,246856,190,37229590,808042,1234479,624042,27,120940,34917440,72616,961297,1703249,229726,2002,175528,16,159272,0,726665,949892,184050,1854,37289,621276,351418,310,549742,842,67280,1706,202930,35440,2,385,222320,74859,555,504847,7054,3476,1377,540,22
285,285,13,Gujarat,Ahmedabad,9,17,0,63618,7415,234,14542,153824,1237,60439692,2909,109,195632,883238,2447,5435760,81116,142670,467405,2128452,919,2376,1129562,50790,18633,50754,273651,3222,965017,364,349856,"196,024",1159650,4109,923594,74104,3426174,199534,2236,6934861,1135058,4619273,70963,2022,126341,501082,182733,180755,474,3788051,78844,54876,22004,759483,62436,268954,5241,122,1196482,2198552,1378412,1265476,84648,100831,20565,6042416,13190,158096,145695,2127547,1456046,1295122,47106,1002327,7214225,1614370,174812,1733,3952858,2149,37,228737,5805299,17376,1241055,1649,5804,19560,11715,3147,1286525,7742,4076,109,4,614,209287,264401,2332409,262543,4518,2055,131943,880951,12177,399075,3259,3407,549188,406,34694609,353169,3025463,1198152,620,210889,25745083,41129,2410297,2594952,839295,2501,294359,10,1845383,0,1193694,2043895,692591,1770,42032,199006,680535,44,805199,516,269205,8837,761358,77256,3,385,375703,89138,308,360408,6313,19320,3902,973,292
286,286,13,Gujarat,Surat,1,0,0,42215,3945,31,5703,216710,1170,60439692,1684,109,100342,660772,402,4571410,59925,109549,410723,2076214,919,1700,942150,48229,16368,21052,149331,469,815423,364,276610,"196,024",788447,3480,855336,49399,2679098,149151,2236,5438048,896927,3527780,157733,1924,55694,395329,174440,207420,492,3402224,78844,42040,23291,158115,62145,325739,4428,122,995637,1899838,1275151,1047402,84648,79862,20565,5260193,20722,117310,228438,2142819,1252452,1150519,432089,854742,6081322,1332690,106983,1780,3563443,4989,37,112976,4495898,12286,1103767,1103,5804,21375,11715,5698,1009087,7398,706,109,4,712,112835,178819,2405288,148254,12902,3920,126211,788695,8298,82202,3094,84,433651,1308,34694609,369840,2687468,723415,206,193437,25745083,41129,1883942,2553542,379505,2970,254274,10,1529998,0,788508,1740746,530528,1770,424863,149810,397563,44,807021,167,478407,6081,566242,39959,3,385,340984,856952,308,75913,5294,53718,3902,973,292
287,287,13,Gujarat,Vadodara,0,2,0,36738,3110,27,9340,98592,584,60439692,1360,109,83851,384579,5373,2893080,49094,312126,460161,793306,919,924,910219,35169,9753,23813,117818,211,411734,364,206020,"196,024",497049,1813,462473,42196,2011890,247541,2236,3778551,504732,2472153,108542,905,53606,264896,122649,198108,486,2153736,78844,17680,28086,221629,94469,570361,2837,122,583926,1240425,820324,639002,84648,60177,20565,3713941,7232,39945,218599,1233312,798277,632580,586665,566507,4165626,865726,72630,889,2213474,908,37,95845,2868332,16732,543474,824,5804,14552,11715,1375,567053,4617,385,109,4,473,27650,172826,1360660,332813,2069,1124,87480,502358,11888,114602,1489,560,268451,276,34694609,547454,1614087,733710,147,124359,25745083,41129,1278993,1693473,314960,1780,165191,10,692971,0,771779,1190041,351423,1770,563236,323337,399901,44,457662,1387,88479,4634,396624,37602,3,385,212808,1149901,308,107027,7288,28401,3902,973,292
293,293,13,Maharashtra,Pune,0,1,0,62953,26105,106,27090,295262,2727,112374333,5349,109,210257,673704,6905,7171723,93586,886530,1239177,2642291,929,1949,1353077,96584,27223,134192,490260,951,1410448,273,364149,"307,713",1555272,4780,1451086,74115,4505303,161305,3239,8089326,1414563,5380415,278309,3272,235018,675621,332841,179132,521,4924105,155400,105711,162289,1180703,133498,414461,6261,438,1792197,3222457,1962040,1674141,168374,190336,39048,8090254,17983,102403,367187,2809816,1925019,1915302,179132,1426982,9429408,1234549,273326,2831,5184734,23574,70,382527,6736249,168164,1531966,1911,12974,38007,12398,28552,1575922,10190,1396,109,19,905,127786,280248,3751221,297772,340404,9873,236257,1286031,53670,602755,5999,7919,867256,1766,61556074,1165718,3940210,1586132,339,352685,50818259,68998,3231513,4048993,1086650,3929,365111,20,2056739,0,1382496,2624165,1013058,2638,169744,284449,735590,101,1383055,5200,612584,9251,559840,130854,3,430,568235,348876,365,577948,15997,34377,951,339,106
305,305,14,Tamil Nadu,Chennai,102,177,1,15288,38356,20,2851,118340,748,72147030,3686,110,214074,439270,49,3776276,15916,14454,447995,1751824,996,1866,419065,30582,15742,358662,355838,1668,910262,692,122912,"130,058",1055696,3820,688857,17628,2310888,33168,2581,4061097,801050,2829435,15930,1214,217368,398414,169721,170162,603,2335844,170174,37345,7440,779667,16519,13674,3685,525,1017122,1314125,1092062,908587,174828,67277,37353,3751322,18353,43461,245763,1369302,1096334,1073399,5207,859219,4646732,516445,146388,1954,2271657,2888,32,264763,3642032,3500,1057802,414,4058,19543,40179,3927,844285,5802,2007,110,10,471,51708,111380,1619554,197743,2804,1759,139139,798018,9435,389001,1962,80,464207,619,37229590,0,1968079,899279,319,237897,34917440,72616,1808197,1817297,905515,2117,182588,16,1314125,0,522493,1468902,515581,1854,4854,6553,409796,310,720331,1061,565934,1926,167207,114191,3,385,377533,10061,555,390666,2587,6894,2265,797,27
306,306,14,Tamil Nadu,Cuddalore,4,64,0,6433,5101,0,401,90912,200,72147030,385,110,29494,123749,464,1815281,7495,165170,420247,433271,996,405,634041,25226,5300,83334,50938,203,244610,692,97658,"130,058",555029,1088,409698,7371,1294217,344306,2581,2502878,386652,1436034,85176,432,15396,121956,101083,122085,617,1311697,170174,32027,23981,763944,35499,539412,1097,525,470021,758209,455369,498446,174828,67411,37353,2391675,4070,62059,389219,749633,598412,293116,7943,473604,2605914,412237,19828,683,1364411,1607,32,27077,1868837,8151,230004,165,4058,6081,40179,3082,212704,2677,229,110,10,519,1280,65535,837271,332609,236,138,75857,431186,13516,383943,632,138,186394,279,37229590,497429,1000322,473617,26,107152,34917440,72616,814959,1169880,227530,1580,131975,16,260780,0,526657,764669,178515,1854,7759,394057,343988,310,418769,1409,98143,773,169844,30829,2,385,192059,15702,555,380001,6763,3217,2265,797,27
307,307,14,Tamil Nadu,Dharmapuri,0,1,0,4998,1167,0,164,44454,42,72147030,76,110,16103,38304,939,917709,4004,201328,305113,267156,996,180,512824,18542,2364,14089,18927,2,104785,692,56310,"130,058",310765,435,222790,5458,732540,199830,2581,1523923,177877,755673,89072,92,3651,52200,67669,99607,630,774303,170174,15341,15041,245392,61589,267345,370,525,258752,487926,229150,212222,174828,26069,37353,1452956,2270,48634,281438,446057,337972,181094,32130,280175,1506843,240222,5843,255,804186,716,32,7687,1011099,59989,72402,51,4058,3633,40179,1139,37897,1339,2,110,10,380,37,50837,652996,98174,39,87,49127,252941,8871,124706,134,125,103367,214,37229590,396819,527599,267536,0,61578,34917440,72616,390110,751170,112592,969,76730,16,91107,0,344702,434328,107968,1854,30914,301065,164521,310,221194,299,32008,409,129778,19859,2,385,114633,63044,555,120686,3861,793,2265,797,27
308,308,14,Tamil Nadu,Dindigul,3,4,0,6056,4546,1,313,77288,228,72147030,236,110,20547,105012,1758,1481834,5217,165405,439686,440962,996,322,480681,30279,4682,169945,38677,24,209640,692,68502,"130,058",458486,956,335455,6698,1078837,206469,2581,2075710,282628,1054620,110764,479,9155,130963,113811,66961,612,1080938,170174,30829,36351,452376,41028,467959,1000,525,379839,713542,458498,459347,174828,29443,37353,1879494,5001,57892,381313,665469,500057,356703,4095,414781,2159775,386421,15538,634,1065734,3086,32,15800,1595029,21095,187447,99,4058,11021,40179,4884,140831,2362,98,110,10,421,71,64405,963017,142138,256,138,83532,375642,9191,225573,707,934,153100,391,37229590,443818,816180,443528,73,107295,34917440,72616,665654,1105155,163050,1362,95903,16,269724,0,445908,647806,147737,1854,3969,330624,222834,310,372636,3328,106467,543,207751,23837,2,385,172444,8064,555,226803,4960,2707,2265,797,27
309,309,14,Tamil Nadu,Kancheepuram,0,1,0,10013,21978,1,1620,123421,522,72147030,797,110,103399,173785,1411,3013382,11202,89343,492506,1257225,996,560,678374,37098,8349,256762,200738,30,622095,692,115195,"130,058",904619,1698,665334,11193,1985294,188733,2581,3546183,634172,2324438,132855,832,100322,240359,166082,163172,604,2012958,170174,54732,51093,948081,61890,272514,1965,525,832716,1213504,822329,732354,174828,67354,37353,3537399,26856,129924,496248,1181308,961161,805076,20605,761575,3998252,535947,68427,1138,2076492,5912,32,137686,2867809,39231,651240,155,4058,32942,40179,9902,435671,3958,41,110,10,541,4962,97620,1367378,306436,990,756,128984,701330,13344,474264,1354,3262,312208,475,37229590,438799,1611461,715895,10,196143,34917440,72616,1401921,1673814,526886,1993,179266,16,774705,0,700252,1200284,418526,1854,20605,323242,425865,310,608188,1413,281627,1025,183054,63983,3,385,325921,41210,555,473817,9949,5581,2265,797,27
310,310,14,Tamil Nadu,Krishnagiri,2,0,0,7239,3630,0,468,51757,76,72147030,125,110,17626,115303,741,1187958,7994,236038,316145,356495,996,279,578724,17909,3203,35956,38239,2,151246,692,76103,"130,058",383553,601,283487,8204,919577,158469,2581,1865561,276694,1002030,92796,143,9619,40737,66127,78379,631,960232,170174,21918,28231,267386,44420,263328,696,525,321489,580540,343998,340224,174828,24128,37353,1723737,3237,50206,320796,561634,409237,291593,11419,329145,1879809,290351,13381,322,1034474,1448,32,19571,1286837,21597,148607,145,4058,5555,40179,2997,84846,1851,2,110,10,409,373,60956,742001,135778,121,221,48218,299838,8121,135474,219,298,133744,242,37229590,437988,667062,311238,0,74424,34917440,72616,520896,877779,137081,1155,88759,16,142552,0,371936,533183,150122,1854,10969,289169,153645,310,289026,1279,73339,820,135813,20376,2,385,136655,22388,555,131912,5120,914,2265,797,27
311,311,14,Tamil Nadu,Madurai,0,1,0,7350,8602,2,520,112608,372,72147030,738,110,47472,168881,810,2273430,8561,92719,451928,841792,996,502,449125,40659,6917,97711,95311,47,391821,692,83006,"130,058",708942,1482,530152,8241,1511777,246100,2581,2847799,453509,1683620,66623,710,34097,228106,153915,90919,623,1526475,170174,47293,26772,408976,65204,372828,1526,525,618922,1010441,714764,678712,174828,39350,37353,2760502,19034,62999,434208,902704,754141,551839,5622,605700,3038252,525151,30852,980,1528178,5747,32,54832,2398674,3207,472221,129,4058,23070,40179,8103,298527,3158,92,110,10,458,1532,71390,1173902,180730,199,305,113256,552457,10479,205098,1082,1171,250285,304,37229590,417718,1223810,593827,43,154348,34917440,72616,1049620,1354632,363152,1632,139168,16,592723,0,491822,913715,228557,1854,5474,283179,325803,310,532616,2055,279755,762,234611,41298,3,385,258941,11096,555,203878,7653,2532,2265,797,27
312,312,14,Tamil Nadu,Namakkal,2,13,0,2788,2983,0,183,75446,220,72147030,249,110,29271,32483,2340,1176131,1692,158473,366782,447249,996,241,388418,36901,3824,16909,31581,26,265276,692,38032,"130,058",418420,747,300910,2947,857321,147132,2581,1588778,214836,828356,98709,358,8960,138294,124286,66003,609,869280,170174,38797,49551,345392,28446,253726,890,525,352439,627484,378236,365810,174828,21582,37353,1673652,3523,61860,308684,531463,441044,330625,29383,354019,1726601,297179,18550,506,817905,1361,32,19466,1200360,35099,194417,14,4058,6595,40179,2274,140627,1940,76,110,10,309,84,45345,839152,59093,108,199,87385,313747,7462,173973,578,154,126468,263,37229590,370357,653312,397064,50,100172,34917440,72616,522819,898245,169206,1050,67297,16,257127,0,343287,510413,212434,1854,27676,209494,262313,310,247516,578,126986,145,123573,22258,3,385,146278,57059,555,171419,4415,1219,2265,797,27
313,313,14,Tamil Nadu,Perambalur,1,0,0,1057,376,0,83,28555,40,72147030,31,110,5841,32702,59,375823,992,117304,137087,58801,996,79,109011,11089,979,10301,7745,33,49390,692,16991,"130,058",125953,166,90597,1159,283066,92948,2581,552384,71650,265497,16674,36,1507,25925,35672,16041,615,282157,170174,5343,4809,175289,9087,118278,242,525,103116,188592,119795,122903,174828,9189,37353,521658,864,9740,111622,162639,135751,56453,1292,105551,565223,106751,2259,87,291371,144,32,2687,443373,7474,33135,10,4058,1923,40179,1033,28692,588,37,110,10,117,38,14136,255097,44629,39,26,24583,95746,2940,87444,76,933,41447,33,37229590,155413,208011,115151,4,28566,34917440,72616,167812,299726,44025,346,26160,16,33179,0,132395,158218,32178,1854,1292,109778,59863,310,85101,67,14725,92,85210,6678,2,385,41020,2584,555,87845,1214,483,2265,797,27
314,314,14,Tamil Nadu,Salem,0,1,0,7933,4547,0,412,132976,437,72147030,515,110,46638,95487,1706,2285562,6260,257004,610363,841443,996,523,955045,54960,8169,53841,63867,10,448968,692,104034,"130,058",749932,1720,564666,8622,1700485,345077,2581,3290477,457866,1787896,176899,943,20660,196973,196664,96292,608,1781571,170174,141503,36933,580512,98845,454210,1727,525,650064,1170352,681331,723966,174828,60365,37353,3326357,6722,77409,593208,1083797,835377,573822,60489,678452,3482056,571061,30660,1197,1737345,32290,32,39279,2335432,79818,321173,80,4058,9970,40179,34442,226846,3912,34,110,10,642,992,98849,1561030,133130,174,246,141704,611941,16423,294062,1380,414,242306,310,37229590,572813,1285107,713294,24,176298,34917440,72616,1000455,1694160,296399,2185,157811,16,597539,0,706525,1029479,352121,1854,58880,495095,441388,310,518763,1128,199211,609,188672,38760,2,385,277832,119369,555,286450,10005,1938,2265,797,27
315,315,14,Tamil Nadu,Theni,2,3,0,2641,2251,1,152,54954,153,72147030,94,110,10191,56751,1281,870080,2508,38367,222742,223175,996,169,270738,22306,2642,37574,18830,6,147529,692,32434,"130,058",291879,570,187358,2892,620216,65582,2581,1162299,156676,654257,61723,367,4667,57897,75790,12593,624,625683,170174,14939,14776,258200,14993,315161,506,525,209456,410623,304761,320379,174828,14674,37353,1148990,4165,11199,191986,368900,312310,275383,954,253069,1245899,219747,6607,401,618923,1117,32,6570,891561,996,134167,30,4058,5981,40179,2136,133986,1240,49,110,10,218,28,30050,530591,61051,79,74,53484,230233,5614,129900,520,27,95231,225,37229590,189328,479403,252267,42,67104,34917440,72616,390677,591642,101147,734,53074,16,221295,0,243448,373564,58034,1854,881,136873,99044,310,213496,508,78115,221,90590,11907,2,385,110055,1835,555,128300,2253,1145,2265,797,27
316,316,14,Tamil Nadu,Thiruvallur,10,10,0,9615,18959,0,1422,117828,472,72147030,580,110,78827,143093,412,2791721,12554,73444,434491,1135784,996,455,610048,32054,7731,233633,174279,52,621907,692,103687,"130,058",857364,1592,630578,10766,1852042,151979,2581,3297728,622789,2190050,133464,876,75634,222750,150892,175520,602,1876062,170174,58240,76666,821646,63193,270586,1732,525,772398,1119433,805187,625071,174828,66378,37353,3325823,41640,148885,531907,1103563,909400,786843,23692,717165,3728104,461918,54505,1137,1925296,5948,32,112276,2687680,53570,636991,130,4058,44284,40179,11779,343722,3672,101,110,10,539,3693,93063,1247918,290136,951,530,118838,671689,17057,410526,1348,858,303091,474,37229590,387237,1495711,643614,49,185181,34917440,72616,1296010,1538054,451321,1940,164709,16,732196,0,636443,1154775,363741,1854,23551,280985,374923,310,600731,1374,291863,1021,181452,62993,3,385,321799,47243,555,411120,10795,4419,2265,797,27
317,317,14,Tamil Nadu,Tiruchirappalli,0,1,0,6897,4302,0,324,111432,329,72147030,646,110,55391,190964,862,2038981,7495,170669,424773,634142,996,490,401149,43903,6411,246156,79588,10,333478,692,89376,"130,058",592152,1331,447223,7775,1370006,302285,2581,2526067,418930,1508311,59769,573,30046,233925,142144,70112,614,1352284,170174,30386,29132,466561,37971,378782,1450,525,537414,875727,556177,607773,174828,70392,37353,2279413,4714,47674,375662,789206,651621,398567,9414,513890,2722290,444023,28571,841,1346661,11815,32,49741,2124918,12369,340058,139,4058,7303,40179,13913,287219,3060,56,110,10,472,628,67755,1082329,131650,250,253,98241,461837,12804,230790,902,839,223178,566,37229590,452707,1087765,575960,46,132507,34917440,72616,951216,1213979,291506,1610,123698,16,423020,0,500203,797258,234290,1854,8784,302377,362952,310,447474,888,188095,739,229415,34800,2,385,205632,18198,555,235771,7220,2411,2265,797,27
318,318,14,Tamil Nadu,Tirunelveli,1,0,0,6758,4746,0,268,136895,424,72147030,484,110,54192,303368,2719,2273457,8581,115715,560279,701312,996,469,621010,62258,7501,342254,63590,7,361760,692,96746,"130,058",694984,1560,468175,7638,1556321,348544,2581,2950484,390495,1640779,100348,858,19070,183729,183875,64366,628,1520912,170174,239664,66068,569714,38406,379763,1624,525,571195,1064667,716049,731794,174828,71437,37353,2425630,14772,43906,485131,876175,779130,471783,5109,606589,3077233,618656,24290,1091,1554277,7021,32,29935,2329474,3638,390799,140,4058,18456,40179,9471,296790,3603,66,110,10,572,144,69205,1271407,165047,373,450,121617,531125,11111,279570,1282,346,220088,419,37229590,547962,1210710,644563,59,145882,34917440,72616,1062747,1436454,247635,1979,147790,16,516705,0,641511,876129,195295,1854,5161,353711,379446,310,517646,619,163635,740,263517,48828,2,385,237453,10270,555,290144,10677,2264,2265,797,27
319,319,14,Tamil Nadu,Viluppuram,4,21,0,12652,6884,2,325,102350,118,72147030,143,110,27731,133896,1555,2195776,16143,369646,685866,463153,996,437,999902,27779,5306,138279,43311,133,228172,692,154822,"130,058",676077,1001,484134,14726,1718054,496584,2581,3430072,508930,1755624,125683,271,8472,101921,114590,90689,607,1740819,170174,38237,21746,1015716,57534,832213,1041,525,547305,967314,459716,663958,174828,45680,37353,3174941,5283,59841,612231,1017383,748444,307759,37570,579796,3458873,646306,13030,564,1881463,1117,32,14829,2430170,35352,169801,368,4058,9540,40179,3534,134578,3043,164,110,10,730,4032,107471,1260802,442447,238,278,86811,518788,15143,510869,389,1860,246856,190,37229590,808042,1234479,624042,29,120940,34917440,72616,961297,1703249,229726,2002,175528,16,159272,0,726665,949892,184050,1854,37289,621276,351418,310,549742,842,67280,1706,202930,35440,2,385,222320,74859,555,504847,7054,3476,2265,797,27
320,320,14,Tamil Nadu,Virudhunagar,0,1,0,2872,3914,0,245,89882,199,72147030,321,110,23643,47838,1504,1398788,3392,57153,371047,649005,996,298,403246,44466,4300,67405,37357,12,235005,692,46868,"130,058",457317,893,308362,3150,974579,222337,2581,1853523,230321,992130,64628,416,10219,109937,133899,61793,625,967709,170174,35298,16606,399831,43124,208702,921,525,353909,734724,498189,453098,174828,35156,37353,1822626,16410,35098,380659,579111,505950,317795,1182,410503,1942288,398670,9845,595,987538,9753,32,17403,1450277,4158,167021,39,4058,18701,40179,11927,116349,2106,35,110,10,364,98,36597,854066,96092,87,75,89433,355973,7084,198704,615,103,138306,328,37229590,363782,760375,378174,23,103255,34917440,72616,638413,950158,167506,1185,87049,16,370942,0,379629,575006,119486,1854,1112,283237,282826,310,317054,684,149739,239,163264,21904,3,385,165669,2294,555,201127,4232,1570,2265,797,27
328,328,15,Maharashtra,Solapur,0,1,0,41088,5718,8,1279,98038,1013,112374333,0,111,40507,441254,7892,2910676,62612,637250,691462,631705,929,794,976795,34195,8995,9882,59296,145,248255,273,215367,"307,713",376000,1337,501095,50093,2089904,160291,3239,3927830,643327,2419361,261294,1384,15145,163776,111765,193008,526,2227852,166221,71106,116304,649745,125356,558334,2095,438,576726,1156231,707954,489698,181746,29051,39048,3795424,10562,69961,305670,1206933,595560,698690,39785,564956,4317756,788150,28219,543,2402794,5312,70,27734,2951035,140885,355107,1666,15525,24596,12398,6952,427955,4634,175,111,19,627,28134,145894,1763175,135220,35497,568,77570,469237,50495,331960,2397,5263,328020,824,61556074,779929,1651266,809935,22,92587,50818259,68998,1259410,1898395,236302,2539,177683,20,376302,0,723697,1089900,229240,2638,37807,414793,419488,101,535848,879,97376,7339,390337,35124,3,430,198967,77592,365,317785,7722,15127,145,22,8
329,329,15,Tamil Nadu,Ariyalur,39,149,0,1243,853,0,104,31577,19,72147030,18,111,7216,7942,275,480604,1353,107312,147304,72138,996,108,233438,12986,1258,37403,8371,215,39642,692,27758,"130,058",165150,229,121775,1339,380191,157985,2581,766139,96860,395043,10906,44,1749,36609,43195,14696,616,374703,182541,13564,4701,176230,12471,166837,234,525,134358,254277,159746,173304,188241,16126,37353,708397,1006,8599,152795,212547,177502,40121,5274,146444,754894,134123,2937,121,380484,153,32,3046,532701,7201,35933,9,4829,2237,40179,588,32840,752,221,111,10,196,65,18746,272241,87610,88,42,30209,125800,6348,88076,63,609,53934,197,37229590,223955,269582,157771,6,35012,34917440,72616,211022,359851,57524,518,37933,16,30322,0,181005,216103,40913,1854,5448,158588,104900,310,113437,347,14004,87,60697,5367,2,385,52855,10722,555,88154,1950,536,3035,909,31
